CONT_NO,CONT_YYMM,MBR_NO,PLAN_ID,CALL_ID,STATUS,CALL_CAT,CRT_DATE,UPD_DATE,IS_COMPLAINT
CONT1017,202201,MBR004033,PLANA1,CALL747102,W,BC,2022-11-08,2022-11-12,1
CONT1017,202201,MBR004033,PLANA1,CALL485663,O,AR,2022-06-26,2022-07-15,0
CONT1017,202201,MBR004034,PLANA1,CALL112672,C,BC,2024-05-15,2024-06-09,1
CONT1017,202201,MBR004034,PLANA1,CALL872881,O,AR,2024-10-11,2024-10-24,0
CONT1017,202201,MBR004036,PLANA1,CALL579188,W,AR,2022-10-12,2022-10-18,0
CONT1017,202201,MBR004036,PLANA1,CALL543293,W,VP,2022-07-02,2022-07-10,0
CONT1017,202201,MBR004039,PLANA1,CALL461361,C,MT,2023-05-02,2023-05-28,0
CONT1017,202201,MBR004040,PLANA1,CALL225472,W,XP,2024-10-05,2024-10-15,0
CONT1017,202201,MBR004040,PLANA1,CALL224754,W,AP,2024-02-27,2024-03-13,0
CONT1017,202201,MBR004040,PLANA1,CALL993450,C,AP,2023-11-03,2023-11-24,0
CONT1017,202201,MBR004043,PLANA1,CALL878846,W,PR,2022-11-24,2022-12-20,0
CONT1017,202201,MBR004043,PLANA1,CALL919076,O,VP,2022-05-27,2022-06-18,0
CONT1017,202201,MBR004043,PLANA1,CALL127603,W,PR,2022-10-14,2022-11-04,0
CONT1017,202201,MBR004046,PLANA1,CALL800341,W,AC,2024-08-11,2024-08-31,1
CONT1017,202201,MBR004047,PLANA1,CALL533709,W,BC,2022-04-15,2022-04-25,1
CONT1017,202201,MBR004049,PLANA1,CALL875925,C,XC,2022-11-19,2022-11-22,0
CONT1017,202201,MBR004050,PLANA1,CALL660002,W,PR,2022-02-01,2022-03-02,0
CONT1017,202201,MBR004051,PLANA1,CALL985994,W,XC,2024-08-02,2024-08-28,0
CONT1017,202201,MBR004051,PLANA1,CALL170123,O,PR,2024-08-20,2024-08-22,0
CONT1017,202201,MBR004051,PLANA1,CALL400055,W,BC,2024-03-25,2024-04-09,0
CONT1017,202201,MBR004052,PLANA1,CALL574941,W,BP,2023-05-15,2023-06-02,0
CONT1017,202201,MBR004052,PLANA1,CALL901368,O,BC,2023-03-31,2023-04-29,0
CONT1017,202201,MBR004052,PLANA1,CALL879487,C,BP,2022-09-05,2022-09-19,0
CONT1017,202201,MBR004053,PLANA1,CALL390569,W,AC,2023-09-01,2023-09-05,0
CONT1017,202201,MBR004053,PLANA1,CALL785283,O,BC,2024-01-28,2024-02-20,0
CONT1017,202201,MBR004053,PLANA1,CALL611450,W,XP,2023-07-13,2023-07-17,0
CONT1017,202201,MBR004055,PLANA1,CALL566767,C,PR,2023-12-21,2023-12-29,0
CONT1017,202201,MBR004057,PLANA1,CALL121973,C,AC,2022-06-09,2022-06-23,0
CONT1017,202201,MBR004057,PLANA1,CALL883078,C,MT,2022-11-11,2022-11-12,1
CONT1017,202201,MBR004058,PLANA1,CALL971413,W,AP,2024-06-16,2024-06-22,0
CONT1017,202201,MBR004059,PLANA1,CALL329657,W,BP,2022-09-04,2022-09-28,0
CONT1017,202201,MBR004059,PLANA1,CALL691950,C,BC,2022-07-15,2022-08-12,0
CONT1017,202201,MBR004060,PLANA1,CALL980115,O,AR,2023-06-01,2023-06-26,1
CONT1017,202201,MBR004060,PLANA1,CALL471605,O,AC,2024-05-15,2024-06-12,0
CONT1017,202201,MBR004061,PLANA1,CALL661716,W,BC,2024-11-03,2024-11-04,0
CONT1017,202201,MBR004063,PLANA1,CALL233347,W,VP,2024-02-24,2024-03-08,1
CONT1017,202201,MBR004063,PLANA1,CALL912209,C,BC,2022-06-08,2022-06-25,1
CONT1017,202201,MBR004065,PLANA1,CALL757306,C,BP,2024-08-03,2024-09-01,1
CONT1017,202201,MBR004066,PLANA1,CALL710208,O,XP,2023-04-22,2023-04-22,0
CONT1017,202201,MBR004066,PLANA1,CALL285778,O,AR,2022-11-12,2022-12-09,0
CONT1017,202201,MBR004067,PLANA1,CALL291296,W,AP,2023-10-09,2023-10-09,0
CONT1017,202201,MBR004068,PLANA1,CALL660337,W,VP,2023-12-02,2023-12-30,0
CONT1017,202201,MBR004069,PLANA1,CALL887176,W,AC,2024-06-12,2024-07-11,0
CONT1017,202201,MBR004073,PLANA1,CALL831533,O,AP,2024-03-07,2024-03-28,0
CONT1017,202201,MBR004075,PLANA1,CALL174177,W,BP,2024-11-09,2024-11-19,1
CONT1017,202201,MBR004075,PLANA1,CALL546454,C,AR,2022-12-11,2022-12-25,0
CONT1017,202201,MBR004081,PLANA1,CALL169622,W,AP,2022-11-27,2022-11-29,0
CONT1017,202201,MBR004082,PLANA1,CALL803882,C,MT,2023-08-26,2023-09-12,1
CONT1017,202201,MBR004082,PLANA1,CALL557143,C,XP,2022-11-13,2022-11-28,0
CONT1017,202201,MBR004082,PLANA1,CALL185834,C,MT,2024-11-13,2024-11-13,0
CONT1017,202201,MBR004083,PLANA1,CALL704129,W,AC,2024-08-18,2024-09-07,0
CONT1017,202201,MBR004085,PLANA1,CALL538933,C,AR,2024-03-17,2024-03-26,0
CONT1017,202201,MBR004088,PLANA1,CALL332169,W,XP,2022-02-16,2022-03-10,1
CONT1017,202201,MBR004090,PLANA1,CALL729240,W,XP,2023-11-16,2023-11-23,0
CONT1017,202201,MBR004091,PLANA1,CALL332496,W,VP,2023-01-28,2023-01-29,0
CONT1017,202201,MBR004091,PLANA1,CALL117779,C,MT,2022-03-02,2022-03-20,0
CONT1017,202201,MBR004092,PLANA1,CALL957113,C,BC,2023-08-29,2023-09-16,0
CONT1017,202201,MBR004093,PLANA1,CALL857965,O,VP,2024-08-22,2024-09-01,1
CONT1017,202201,MBR004094,PLANA1,CALL829993,O,AC,2023-01-11,2023-01-21,0
CONT1017,202201,MBR004095,PLANA1,CALL697884,C,XC,2024-03-31,2024-04-19,0
CONT1017,202201,MBR004096,PLANA1,CALL879149,C,VP,2022-06-04,2022-06-24,0
CONT1017,202201,MBR004096,PLANA1,CALL597508,W,AC,2022-12-06,2022-12-08,0
CONT1017,202201,MBR004096,PLANA1,CALL496753,C,VP,2022-08-11,2022-08-12,0
CONT1017,202201,MBR004099,PLANA1,CALL263854,O,XC,2022-08-02,2022-08-25,1
CONT1017,202201,MBR004100,PLANA1,CALL995020,C,AP,2023-06-24,2023-07-14,1
CONT1017,202201,MBR004100,PLANA1,CALL937927,W,AC,2023-06-05,2023-06-11,0
CONT1017,202201,MBR004101,PLANA1,CALL366737,O,AR,2023-11-16,2023-11-19,0
CONT1017,202201,MBR004101,PLANA1,CALL735385,W,MT,2022-05-27,2022-06-19,0
CONT1017,202201,MBR004102,PLANA1,CALL657551,W,XC,2022-10-27,2022-11-01,1
CONT1017,202201,MBR004102,PLANA1,CALL791460,C,MT,2022-01-31,2022-02-26,0
CONT1017,202201,MBR004105,PLANA1,CALL317316,O,MT,2024-08-25,2024-08-28,0
CONT1017,202201,MBR004105,PLANA1,CALL245500,W,AP,2022-11-01,2022-11-06,0
CONT1017,202201,MBR004105,PLANA1,CALL133666,C,MT,2024-06-10,2024-06-10,1
CONT1017,202201,MBR004106,PLANA1,CALL484462,O,VP,2022-06-03,2022-06-20,0
CONT1017,202201,MBR004106,PLANA1,CALL622917,W,XP,2022-08-16,2022-08-26,1
CONT1017,202201,MBR004107,PLANA1,CALL706831,O,AC,2023-07-29,2023-08-24,0
CONT1017,202201,MBR004108,PLANA1,CALL997122,O,BP,2023-05-06,2023-05-26,0
CONT1017,202201,MBR004108,PLANA1,CALL671688,W,AC,2024-04-28,2024-05-16,0
CONT1017,202201,MBR004108,PLANA1,CALL139854,C,XC,2024-09-16,2024-09-19,0
CONT1017,202201,MBR004108,PLANA1,CALL230748,W,BC,2022-05-30,2022-06-27,0
CONT1017,202201,MBR004110,PLANA1,CALL472318,W,PR,2024-01-15,2024-02-10,0
CONT1017,202201,MBR004111,PLANA1,CALL960496,C,MT,2023-07-20,2023-08-01,0
CONT1017,202201,MBR004111,PLANA1,CALL757331,O,AC,2024-12-04,2024-12-10,0
CONT1017,202201,MBR004112,PLANA1,CALL110769,C,BC,2022-11-09,2022-11-25,0
CONT1017,202201,MBR004112,PLANA1,CALL302848,W,MT,2023-08-25,2023-09-17,1
CONT1017,202201,MBR004112,PLANA1,CALL146451,W,AP,2023-09-11,2023-09-25,0
CONT1017,202201,MBR004113,PLANA1,CALL489221,W,XP,2024-08-07,2024-08-22,0
CONT1017,202201,MBR004114,PLANA1,CALL789132,W,XP,2023-09-25,2023-10-22,0
CONT1017,202201,MBR004115,PLANA1,CALL527565,W,BC,2023-01-03,2023-01-11,0
CONT1017,202201,MBR004116,PLANA1,CALL192323,W,AC,2023-11-20,2023-11-27,1
CONT1017,202201,MBR004117,PLANA1,CALL601778,C,AR,2024-07-21,2024-08-14,1
CONT1017,202201,MBR004117,PLANA1,CALL730694,O,XP,2024-03-09,2024-03-23,0
CONT1017,202201,MBR004118,PLANA1,CALL881103,O,BC,2023-06-06,2023-06-09,0
CONT1017,202201,MBR004118,PLANA1,CALL792359,O,BP,2023-09-27,2023-10-06,0
CONT1017,202201,MBR004118,PLANA1,CALL837263,C,PR,2022-11-21,2022-12-12,0
CONT1017,202201,MBR004119,PLANA1,CALL849524,C,XC,2024-06-30,2024-07-04,0
CONT1017,202201,MBR004119,PLANA1,CALL316625,O,AC,2023-07-28,2023-08-24,0
CONT1017,202201,MBR004121,PLANA1,CALL958405,W,PR,2022-11-04,2022-11-28,0
CONT1017,202201,MBR004121,PLANA1,CALL131546,C,XP,2023-05-09,2023-06-05,0
CONT1017,202201,MBR004123,PLANA1,CALL708635,W,BC,2023-02-27,2023-03-06,0
CONT1017,202201,MBR004125,PLANA1,CALL985121,W,XP,2022-10-01,2022-10-10,1
CONT1017,202201,MBR004125,PLANA1,CALL966798,C,AP,2022-03-07,2022-03-23,0
CONT1017,202201,MBR004126,PLANA1,CALL963327,C,XP,2023-05-15,2023-06-09,0
CONT1017,202201,MBR004127,PLANA1,CALL545310,O,AP,2023-04-29,2023-05-26,0
CONT1017,202201,MBR004129,PLANA1,CALL560362,C,VP,2023-07-13,2023-07-13,0
CONT1017,202201,MBR004130,PLANA1,CALL898623,W,VP,2024-04-29,2024-05-05,0
CONT1017,202201,MBR004130,PLANA1,CALL789013,W,PR,2022-01-24,2022-02-08,0
CONT1017,202201,MBR004130,PLANA1,CALL817657,C,AP,2024-08-04,2024-08-15,0
CONT1017,202201,MBR004131,PLANA1,CALL965086,C,AC,2022-08-03,2022-08-31,0
CONT1017,202201,MBR004133,PLANA1,CALL845152,C,PR,2024-04-23,2024-04-23,1
CONT1017,202201,MBR004136,PLANA1,CALL181117,W,AP,2022-09-17,2022-09-24,1
CONT1017,202201,MBR004136,PLANA1,CALL910706,O,PR,2022-10-24,2022-11-05,1
CONT1017,202201,MBR004136,PLANA1,CALL962306,O,VP,2022-06-01,2022-06-09,0
CONT1017,202201,MBR004136,PLANA1,CALL134206,W,BP,2023-03-22,2023-03-22,0
CONT1017,202201,MBR004138,PLANA1,CALL259230,C,VP,2024-03-29,2024-04-17,0
CONT1017,202201,MBR004138,PLANA1,CALL197156,O,BP,2024-12-11,2024-12-23,0
CONT1017,202201,MBR004139,PLANA1,CALL592792,O,BC,2022-03-03,2022-03-13,0
CONT1017,202201,MBR004140,PLANA1,CALL115719,C,AP,2023-03-17,2023-03-23,1
CONT1017,202201,MBR004140,PLANA1,CALL357572,W,AP,2022-12-29,2023-01-26,0
CONT1017,202201,MBR004141,PLANA1,CALL114322,C,BP,2023-04-11,2023-04-22,1
CONT1017,202201,MBR004145,PLANA1,CALL408412,W,MT,2022-03-10,2022-03-16,0
CONT1017,202201,MBR004146,PLANA1,CALL581776,C,BP,2022-06-05,2022-06-08,0
CONT1017,202201,MBR004146,PLANA1,CALL337763,O,AR,2024-02-17,2024-03-16,0
CONT1017,202201,MBR004147,PLANA1,CALL405370,O,AP,2024-07-18,2024-07-28,0
CONT1017,202201,MBR004147,PLANA1,CALL262475,W,BC,2023-05-28,2023-06-17,0
CONT1017,202201,MBR004148,PLANA1,CALL393300,O,MT,2022-11-04,2022-11-04,0
CONT1017,202201,MBR004149,PLANA1,CALL949363,W,AR,2022-07-07,2022-07-20,1
CONT1017,202201,MBR004149,PLANA1,CALL574913,C,BC,2022-01-16,2022-02-04,0
CONT1017,202201,MBR004149,PLANA1,CALL913550,O,MT,2024-10-28,2024-11-19,1
CONT1017,202201,MBR004150,PLANA1,CALL534389,O,XP,2023-04-24,2023-05-06,0
CONT1017,202201,MBR004150,PLANA1,CALL219194,O,BP,2022-05-15,2022-05-30,0
CONT1017,202201,MBR004152,PLANA1,CALL756213,O,VP,2022-01-19,2022-01-21,0
CONT1017,202201,MBR004152,PLANA1,CALL170632,O,XP,2023-11-18,2023-12-06,1
CONT1017,202201,MBR004153,PLANA1,CALL215698,W,MT,2023-01-08,2023-01-23,0
CONT1017,202201,MBR004153,PLANA1,CALL332527,O,AC,2022-12-18,2023-01-10,0
CONT1017,202201,MBR004155,PLANA1,CALL601367,C,MT,2023-02-17,2023-03-09,0
CONT1017,202201,MBR004155,PLANA1,CALL212262,C,MT,2023-11-08,2023-11-26,0
CONT1017,202201,MBR004156,PLANA1,CALL193065,W,PR,2022-12-23,2023-01-09,0
CONT1017,202201,MBR004157,PLANA1,CALL871785,C,BP,2023-09-24,2023-10-03,0
CONT1017,202201,MBR004157,PLANA1,CALL808350,W,VP,2024-04-26,2024-05-07,0
CONT1017,202201,MBR004157,PLANA1,CALL400913,C,AC,2022-07-15,2022-07-20,0
CONT1017,202201,MBR004158,PLANA1,CALL543071,O,VP,2022-04-29,2022-05-01,0
CONT1017,202201,MBR004158,PLANA1,CALL896834,O,AC,2024-10-17,2024-10-28,0
CONT1017,202201,MBR004160,PLANA1,CALL659717,C,XC,2023-04-19,2023-05-18,0
CONT1017,202201,MBR004160,PLANA1,CALL268369,C,AP,2022-04-05,2022-04-14,0
CONT1017,202201,MBR004161,PLANA1,CALL739648,C,BP,2024-07-26,2024-08-19,0
CONT1017,202201,MBR004162,PLANA1,CALL680360,C,BC,2024-01-09,2024-01-31,0
CONT1017,202201,MBR004163,PLANA1,CALL490028,C,MT,2022-11-14,2022-11-24,0
CONT1017,202201,MBR004163,PLANA1,CALL215496,C,BP,2024-03-13,2024-03-29,0
CONT1017,202201,MBR004165,PLANA1,CALL306833,O,AP,2023-06-24,2023-07-20,0
CONT1017,202201,MBR004166,PLANA1,CALL230954,O,XP,2024-09-10,2024-09-18,0
CONT1017,202201,MBR004167,PLANA1,CALL365376,W,MT,2022-03-10,2022-04-03,0
CONT1017,202201,MBR004169,PLANA1,CALL284939,C,MT,2023-09-26,2023-10-13,1
CONT1017,202201,MBR004169,PLANA1,CALL122700,W,AP,2022-02-01,2022-02-23,0
CONT1017,202201,MBR004169,PLANA1,CALL652752,C,VP,2023-02-10,2023-03-09,0
CONT1017,202201,MBR004171,PLANA1,CALL742930,C,AC,2024-04-29,2024-05-02,1
CONT1017,202201,MBR004171,PLANA1,CALL431029,C,AC,2024-02-04,2024-02-26,0
CONT1017,202201,MBR004172,PLANA1,CALL245996,W,BC,2024-12-01,2024-12-20,1
CONT1017,202201,MBR004172,PLANA1,CALL741519,W,MT,2023-04-24,2023-05-07,0
CONT1017,202201,MBR004172,PLANA1,CALL204382,O,AC,2022-08-04,2022-08-31,0
CONT1017,202201,MBR004173,PLANA1,CALL704717,C,AC,2022-11-19,2022-12-17,0
CONT1017,202201,MBR004175,PLANA1,CALL278309,C,VP,2024-06-28,2024-06-29,0
CONT1017,202201,MBR004175,PLANA1,CALL398329,O,VP,2022-03-02,2022-03-05,0
CONT1017,202201,MBR004176,PLANA1,CALL933295,C,AC,2024-12-07,2024-12-26,0
CONT1017,202201,MBR004180,PLANA1,CALL261572,C,BP,2023-01-24,2023-02-06,0
CONT1017,202201,MBR004181,PLANA1,CALL694518,O,AC,2023-10-18,2023-10-28,0
CONT1017,202201,MBR004182,PLANA1,CALL787454,W,AC,2024-07-28,2024-08-19,0
CONT1017,202201,MBR004183,PLANA1,CALL445580,C,AP,2022-08-09,2022-08-21,0
CONT1017,202201,MBR004184,PLANA1,CALL257180,C,VP,2023-10-20,2023-11-17,0
CONT1017,202201,MBR004185,PLANA1,CALL405631,O,BP,2023-04-09,2023-04-10,1
CONT1017,202201,MBR004185,PLANA1,CALL313283,O,BP,2023-07-11,2023-08-02,0
CONT1017,202201,MBR004185,PLANA1,CALL771443,O,BP,2022-09-27,2022-10-07,0
CONT1017,202201,MBR004190,PLANA1,CALL102516,C,AC,2022-09-17,2022-10-03,0
CONT1017,202201,MBR004191,PLANA1,CALL126162,W,PR,2023-03-20,2023-03-29,0
CONT1017,202201,MBR004192,PLANA1,CALL418525,W,VP,2022-03-09,2022-03-11,0
CONT1017,202201,MBR004194,PLANA1,CALL508719,O,BP,2023-11-13,2023-11-13,1
CONT1017,202201,MBR004195,PLANA1,CALL683010,C,VP,2022-03-13,2022-03-27,0
CONT1017,202201,MBR004196,PLANA1,CALL321369,C,AP,2022-11-28,2022-12-04,1
CONT1017,202201,MBR004196,PLANA1,CALL859336,C,AR,2024-07-08,2024-07-23,0
CONT1017,202201,MBR004196,PLANA1,CALL350577,O,PR,2023-10-06,2023-10-14,0
CONT1017,202201,MBR004197,PLANA1,CALL881165,C,XC,2024-04-17,2024-04-22,1
CONT1017,202201,MBR004197,PLANA1,CALL654762,O,MT,2024-09-24,2024-10-13,1
CONT1017,202201,MBR004199,PLANA1,CALL278067,C,XP,2023-01-29,2023-02-08,0
CONT1017,202201,MBR004201,PLANA1,CALL871195,C,PR,2022-02-25,2022-02-27,0
CONT1017,202201,MBR004201,PLANA1,CALL805169,O,XC,2022-02-04,2022-02-19,0
CONT1017,202201,MBR004203,PLANA1,CALL703429,W,AC,2023-12-05,2023-12-05,0
CONT1017,202201,MBR004203,PLANA1,CALL644533,O,BC,2024-12-10,2025-01-04,0
CONT1017,202201,MBR004203,PLANA1,CALL762556,C,VP,2024-10-10,2024-10-21,0
CONT1017,202201,MBR004204,PLANA1,CALL327027,C,BC,2024-08-27,2024-09-09,0
CONT1017,202201,MBR004205,PLANA1,CALL460300,O,MT,2023-10-11,2023-11-05,0
CONT1017,202201,MBR004206,PLANA1,CALL818619,W,AC,2024-04-17,2024-04-18,0
CONT1017,202201,MBR004207,PLANA1,CALL422523,W,AC,2023-12-09,2023-12-29,0
CONT1017,202201,MBR004210,PLANA1,CALL771274,O,AP,2023-05-21,2023-05-25,0
CONT1017,202201,MBR004210,PLANA1,CALL238838,O,BC,2023-03-29,2023-04-19,0
CONT1017,202201,MBR004213,PLANA1,CALL737913,C,AC,2023-01-28,2023-02-18,0
CONT1017,202201,MBR004214,PLANA1,CALL804116,O,AR,2022-07-07,2022-07-17,0
CONT1017,202201,MBR004218,PLANA1,CALL760625,W,XC,2024-07-20,2024-07-24,0
CONT1017,202201,MBR004220,PLANA1,CALL942875,C,AR,2022-04-19,2022-04-22,1
CONT1017,202201,MBR004221,PLANA1,CALL305332,O,VP,2022-04-01,2022-04-04,0
CONT1017,202201,MBR004221,PLANA1,CALL501670,O,BP,2023-02-19,2023-03-18,0
CONT1017,202201,MBR004221,PLANA1,CALL122128,C,AR,2024-01-15,2024-02-10,0
CONT1017,202201,MBR004224,PLANA1,CALL793353,C,AR,2023-04-17,2023-05-02,0
CONT1017,202201,MBR004224,PLANA1,CALL161812,C,MT,2022-03-02,2022-03-04,0
CONT1017,202201,MBR004225,PLANA1,CALL423350,W,MT,2022-12-04,2022-12-08,1
CONT1017,202201,MBR004225,PLANA1,CALL971163,C,PR,2023-09-05,2023-09-24,0
CONT1018,202201,MBR004227,PLANA1,CALL725394,O,VP,2023-06-01,2023-06-24,0
CONT1018,202201,MBR004228,PLANA1,CALL626589,C,XC,2023-04-16,2023-05-11,0
CONT1018,202201,MBR004228,PLANA1,CALL287444,W,VP,2024-09-07,2024-09-25,0
CONT1018,202201,MBR004232,PLANA1,CALL216948,C,XP,2022-06-11,2022-06-16,1
CONT1018,202201,MBR004232,PLANA1,CALL336729,W,PR,2023-03-04,2023-03-13,0
CONT1018,202201,MBR004233,PLANA1,CALL241422,O,AR,2023-07-17,2023-08-06,0
CONT1018,202201,MBR004234,PLANA1,CALL345869,W,AR,2022-02-09,2022-02-26,0
CONT1018,202201,MBR004236,PLANA1,CALL515033,C,XP,2024-06-19,2024-06-30,0
CONT1018,202201,MBR004236,PLANA1,CALL107609,W,BP,2024-07-02,2024-07-14,1
CONT1018,202201,MBR004236,PLANA1,CALL111426,W,BC,2022-01-02,2022-01-19,0
CONT1018,202201,MBR004237,PLANA1,CALL630463,C,PR,2024-07-31,2024-08-23,0
CONT1018,202201,MBR004239,PLANA1,CALL807754,W,AP,2022-04-12,2022-04-21,1
CONT1018,202201,MBR004239,PLANA1,CALL679828,C,BC,2023-06-03,2023-06-18,0
CONT1018,202201,MBR004240,PLANA1,CALL224003,C,PR,2022-05-16,2022-06-07,0
CONT1018,202201,MBR004241,PLANA1,CALL140882,O,VP,2024-07-21,2024-08-15,1
CONT1018,202201,MBR004242,PLANA1,CALL270737,C,XC,2022-09-11,2022-09-14,0
CONT1018,202201,MBR004242,PLANA1,CALL523937,C,XP,2024-09-07,2024-09-07,0
CONT1018,202201,MBR004243,PLANA1,CALL647812,O,XP,2022-09-06,2022-09-30,0
CONT1018,202201,MBR004243,PLANA1,CALL742455,W,AR,2022-07-26,2022-08-10,0
CONT1018,202201,MBR004247,PLANA1,CALL423476,W,XC,2022-03-30,2022-04-25,0
CONT1018,202201,MBR004247,PLANA1,CALL220980,O,XP,2022-08-03,2022-09-01,1
CONT1018,202201,MBR004247,PLANA1,CALL758466,O,BC,2022-06-20,2022-07-15,0
CONT1018,202201,MBR004248,PLANA1,CALL382857,W,PR,2024-03-09,2024-03-21,1
CONT1018,202201,MBR004251,PLANA1,CALL294344,W,AP,2024-01-19,2024-02-15,1
CONT1018,202201,MBR004251,PLANA1,CALL128558,W,BP,2024-03-25,2024-04-04,0
CONT1018,202201,MBR004251,PLANA1,CALL307005,O,BP,2022-01-29,2022-02-19,0
CONT1018,202201,MBR004252,PLANA1,CALL150622,W,BC,2024-08-27,2024-08-28,0
CONT1018,202201,MBR004252,PLANA1,CALL121639,C,BC,2024-06-26,2024-07-20,1
CONT1018,202201,MBR004253,PLANA1,CALL561898,O,PR,2022-03-29,2022-04-02,0
CONT1018,202201,MBR004253,PLANA1,CALL136005,O,BP,2022-03-22,2022-04-18,1
CONT1018,202201,MBR004255,PLANA1,CALL929186,C,AR,2023-04-19,2023-04-26,0
CONT1018,202201,MBR004256,PLANA1,CALL509492,O,AP,2022-04-18,2022-04-30,0
CONT1018,202201,MBR004257,PLANA1,CALL680121,O,MT,2024-04-22,2024-04-27,0
CONT1018,202201,MBR004257,PLANA1,CALL226806,W,AR,2024-01-16,2024-01-22,0
CONT1018,202201,MBR004258,PLANA1,CALL985659,C,AC,2023-01-19,2023-01-28,1
CONT1018,202201,MBR004259,PLANA1,CALL942579,C,XP,2023-09-06,2023-09-20,0
CONT1018,202201,MBR004259,PLANA1,CALL419254,O,AR,2024-12-07,2024-12-08,0
CONT1018,202201,MBR004260,PLANA1,CALL836121,O,AP,2023-07-09,2023-07-23,1
CONT1018,202201,MBR004261,PLANA1,CALL998814,C,AR,2022-01-06,2022-01-19,0
CONT1018,202201,MBR004263,PLANA1,CALL886008,W,AP,2024-12-02,2024-12-26,0
CONT1018,202201,MBR004265,PLANA1,CALL488488,O,BP,2023-12-14,2023-12-20,0
CONT1018,202201,MBR004265,PLANA1,CALL998032,O,AR,2024-09-08,2024-09-18,0
CONT1018,202201,MBR004265,PLANA1,CALL660464,C,XC,2024-02-08,2024-02-21,0
CONT1018,202201,MBR004266,PLANA1,CALL864924,C,XC,2022-05-26,2022-06-03,0
CONT1018,202201,MBR004268,PLANA1,CALL794100,C,MT,2022-08-04,2022-08-15,0
CONT1018,202201,MBR004268,PLANA1,CALL629264,W,AC,2023-12-14,2023-12-17,0
CONT1018,202201,MBR004268,PLANA1,CALL454573,W,AC,2023-06-09,2023-06-29,0
CONT1018,202201,MBR004270,PLANA1,CALL724031,O,BC,2023-07-10,2023-07-19,0
CONT1018,202201,MBR004273,PLANA1,CALL534403,W,AR,2024-10-27,2024-10-31,0
CONT1018,202201,MBR004273,PLANA1,CALL221116,O,MT,2024-08-03,2024-08-04,1
CONT1018,202201,MBR004275,PLANA1,CALL270910,C,XC,2023-11-26,2023-12-04,0
CONT1018,202201,MBR004279,PLANA1,CALL939305,O,AP,2023-10-28,2023-11-16,0
CONT1018,202201,MBR004280,PLANA1,CALL818295,C,AP,2023-07-20,2023-08-13,0
CONT1018,202201,MBR004281,PLANA1,CALL218959,O,PR,2024-06-26,2024-07-08,0
CONT1018,202201,MBR004281,PLANA1,CALL632564,C,AR,2022-09-20,2022-09-26,0
CONT1018,202201,MBR004282,PLANA1,CALL958718,O,AC,2022-10-01,2022-10-16,0
CONT1018,202201,MBR004282,PLANA1,CALL332528,C,AR,2023-07-14,2023-07-22,0
CONT1018,202201,MBR004283,PLANA1,CALL354622,W,VP,2024-08-27,2024-09-10,0
CONT1018,202201,MBR004285,PLANA1,CALL765294,C,AP,2022-09-15,2022-10-05,1
CONT1018,202201,MBR004286,PLANA1,CALL712815,O,XP,2023-02-28,2023-03-02,0
CONT1018,202201,MBR004287,PLANA1,CALL975767,W,XP,2022-09-10,2022-09-12,0
CONT1018,202201,MBR004289,PLANA1,CALL965885,W,MT,2022-08-29,2022-09-24,0
CONT1018,202201,MBR004291,PLANA1,CALL255142,O,VP,2022-04-13,2022-04-27,0
CONT1018,202201,MBR004293,PLANA1,CALL143506,C,XC,2023-04-17,2023-05-16,0
CONT1018,202201,MBR004295,PLANA1,CALL103169,C,XC,2022-01-16,2022-01-31,0
CONT1018,202201,MBR004295,PLANA1,CALL611317,C,MT,2024-07-07,2024-07-09,0
CONT1018,202201,MBR004296,PLANA1,CALL907298,O,AP,2023-08-20,2023-08-20,0
CONT1018,202201,MBR004296,PLANA1,CALL210538,W,AC,2024-06-22,2024-06-28,0
CONT1018,202201,MBR004297,PLANA1,CALL996222,O,PR,2024-02-27,2024-03-08,0
CONT1018,202201,MBR004298,PLANA1,CALL365745,C,PR,2024-02-25,2024-03-04,0
CONT1018,202201,MBR004298,PLANA1,CALL935183,W,XC,2022-03-17,2022-04-10,0
CONT1018,202201,MBR004298,PLANA1,CALL954287,O,BC,2023-05-29,2023-06-18,0
CONT1018,202201,MBR004299,PLANA1,CALL193771,W,XP,2022-04-08,2022-04-27,1
CONT1018,202201,MBR004302,PLANA1,CALL405777,W,MT,2023-03-28,2023-04-12,0
CONT1018,202201,MBR004303,PLANA1,CALL864685,C,XC,2022-11-21,2022-12-14,0
CONT1018,202201,MBR004304,PLANA1,CALL577400,O,VP,2022-02-13,2022-03-05,0
CONT1018,202201,MBR004308,PLANA1,CALL640315,W,MT,2024-05-04,2024-05-09,1
CONT1018,202201,MBR004308,PLANA1,CALL807201,O,BC,2022-01-07,2022-01-08,0
CONT1018,202201,MBR004308,PLANA1,CALL954677,C,AR,2022-02-13,2022-02-14,1
CONT1018,202201,MBR004308,PLANA1,CALL363777,C,AP,2022-09-05,2022-09-05,0
CONT1018,202201,MBR004309,PLANA1,CALL798444,C,AR,2023-08-07,2023-08-23,0
CONT1018,202201,MBR004309,PLANA1,CALL560200,W,VP,2024-05-28,2024-06-03,0
CONT1018,202201,MBR004310,PLANA1,CALL392025,O,VP,2022-04-04,2022-05-03,0
CONT1018,202201,MBR004311,PLANA1,CALL952320,W,XC,2023-05-31,2023-06-08,0
CONT1018,202201,MBR004312,PLANA1,CALL467110,C,BP,2022-03-19,2022-03-26,0
